bg,bg_effect,bgm,zoom,character1,character2,face,popup,who_talk,talk,sound_effect,voice,sfx,talk_en,
,,,,,,,,risa,ไม่ว่าจะดูยังไงมันก็เป็นการ์ตูนลามกชัดๆ เลย,,risa_2_4_006,,"No matter how you look at it, this is clearly just lewd manga.",
,,,,,,,,yuma,พูดอะไรแบบนั้นครับ ผมแค่นำเสนอรายงานในรูปแบบการ์ตูนเพื่อให้น่าสนใจยิ่งขึ้น,,,,"What are you saying, teacher? I merely presented the report in manga format to make it more engaging.",
,,,,,,,,yuma,ถึงจะเป็นการ์ตูนแบบนี้ แต่ผมใส่เนื้อหาที่อาจารย์สอนในคาบเรียนเมื่อวานครบถ้วนทุกหัวข้อเลยนะครับ,,,,"It may be manga, but I included every single topic you covered in yesterday's lesson.",
,,,,,,,,yuma,อย่างเช่นขั้นตอนการแบ่งเซลล์จากไมโครสปอร์ไปเป็นละอองเรณู ก็มีภาพประกอบทั้งขั้นตอน Meiosis และ Mitosis,,,,"For example, the process of cell division from microspore to pollen grain, with illustrations of both meiosis and mitosis stages.",
,,,,,,question,,risa,ปัญหามันไม่ได้อยู่เนื้อหา ปัญหามันอยู่ที่รูปที่เธอวาดต่างหาก,,risa_2_4_007,,The problem isn't with the content. The problem is with the pictures you drew!,
,,,,,,angry,,risa,มันลามกเกินไปแล้ว โดยเฉพาะตอนที่เรณูบอกว่า ‘ฉันจะต้องผสมเกสรให้ได้!’ เนี่ย มันดูเหมือนพวกโรคจิตชัดๆเลย!,,risa_2_4_008,,"They're way too obscene, especially the part where the pollen says ""I must pollinate at all costs!"" It's clearly the work of a pervert!",
,,,,,,,,yuma,ครูคิดมากเกินไปแล้ว ประโยคนี้มีไว้เพื่อแสดงให้ผู้อ่านเข้าใจถึงหน้าที่ของระอองเรณูครับ,,,,"You're overthinking it, teacher. That line is there to help the reader understand the role of pollen grains.",
,,,,,,,,yuma,อีกอย่าง ตัวละครในการ์ตูนเป็นพืช มันมีต้นไม้โรคจิตแบบที่ครูว่ามาด้วยอย่างนั้นเหรอครับ,,,,"Besides, the characters in the manga are plants. Are there really psycho trees like what you're suggesting?",
,,,,,,,,yuma,หรือว่า… อาจารย์โสดมานานแล้ว เลยอิจฉาออวุลที่มีตัวผู้มาจีบกันครับ,,,,Or maybe... you've been single so long that you're jealous of the ovules getting hit on.,
,,,,,,angry,,risa,หุบปากน่า,,risa_2_4_009,,Oh shut up.,
,,,,,,angry,,risa,ตรงจุดนี้ครูก็สงสัยอยู่เหมือนกัน ทำไมถึงต้องวาดให้เป็นรูปร่างเหมือนคนด้วย,,risa_2_4_010,,"Though I must admit, I was wondering myself why you had to draw them in human form.",
,,,,,,,,yuma,ที่จริงผมก็คิดเรื่องนี้อยู่เหมือนกันครับ แต่พอนึกถึงคาบเรียนสุดน่าเบื่อของครูเมื่อวาน ผมก็เลยคิดได้,,,,"Actually, I was thinking the same thing. But when I remembered how mind-numbingly boring your lesson was yesterday, it hit me.",
,,,,,,,,yuma,ขืนผมวาดเป็นดอกไม้สองดอกตามตำราเรียน สุดท้ายมันก็คงออกมาน่าเบื่อเหมือนเดิมนั่นแหละครับ,,,,"If I just drew two plain flowers like in the textbook, it would end up being just as dull as ever.",
,,,,,,sadistic_s,,risa,เดี๋ยวเถอะ! นี่เธอกำลังจะบอกว่าเรื่องที่ฉันสอนมันน่าเบื่องั้นเหรอ!,,risa_2_4_011,,Hey now! Are you trying to say my lessons are boring?!,
,,,,,,,,yuma,ใจเย็นก่อนครับครูริสะ ฟังที่ผมกำลังจะอธิบายให้จบก่อนสิครับ,,,,"Calm down Ms. Risa, hear me out first.",
,,,,,,,,yuma,หลังจากนั้นผมเลยเกิดไอเดียว่าถ้าเราใช้วิธีเปรียบเทียบกับสิ่งที่ทุกคนรู้อยู่แล้วอย่างเช่นการผสมพันธุ์ของมนุษย์ มันน่าจะทำให้เข้าใจง่ายขึ้น,,,,"After that, I got the idea that if we compare it to something everyone already knows, like human reproduction, it would be easier to understand.",
,,,,,,,,yuma,ยกตัวอย่างเช่นตอนที่น้ำหวานจากเกสรตัวเมียมากระตุ้นให้เกสรตัวผู้งอกหลอดเรณู,,,,"For example, when the nectar from the female stigma stimulates the male anther to grow a pollen tube,",
,,,,,,,,yuma,แล้วส่ง Sperm Nuclei ลงมาจนถึง Embryo Sac จนเกิดการปฏิสนธิกับ Egg Cell และ Polar Nuclei,,,,sending the sperm nuclei down to the embryo sac until fertilization occurs with the egg cell and polar nuclei...,
,,,,,,,,yuma,ขั้นตอนเหล่านี้เหมือนมนุษย์ตอนกำลังมีเพศสัมพันธ์เลยไม่ใช่เหรอครับ?,,,,Isn't that process just like when humans have sex?,
,,,,,,,,,ครูริสะเงียบและทำหน้าครุ่นคิดอย่างจริงจังอยู่พักหนึ่ง และพูดขึ้นมาว่า…,,,,Ms. Risa went quiet and made a very serious pondering face for a while. Then she spoke up...,
,,,,,,normal,,risa,ที่เธอพูดมาก็มีเหตุผล การอธิบายด้วยการเปรียบเทียบกับสิ่งที่รู้อยู่แล้วทำให้เข้าใจง่านขึ้น,,risa_2_4_012,,What you're saying makes sense. Explaining by comparing to familiar concepts does make it easier to grasp.,
,,,,,,,,yuma,ในที่สุดครูก็เห็นถึงความสุดยอดของผมแล้วสินะครับ,,,,"So you finally see how brilliant I am, right?",
,hide fertilization,MusMus-BGM-165,1,risa,,angry,angry,risa,แต่ไม่ใช่ในรูปแบบการ์ตูนลามกแบบนี้!,,risa_2_4_013,,But not in the form of this lewd manga!,
,,,,,,,,,อ้าว ไหงเป็นงั้น ผมอุตส่าห์ตั้งใจทำอย่างสุดฝีมือเลยนะ,,,,Huh? Why not? I went to such great lengths to make this.,
,,,0,risa,,ah,,risa,เอาเถอะ อย่างน้อยก็ถือว่าเธอเข้าใจสิ่งที่ฉันสอนแล้ว ครั้งหน้าอย่าหลับในคาบเรียนอีกนะ,,risa_2_4_014,,"Oh well. At least it shows you understood what I taught. Don't fall asleep in my class again, okay?",
,,,,,,,,risa,จะว่าไป มีอีกอย่างที่ครูอยากฝากเธอดูแล,,risa_2_4_015,,"By the way, there's something else I wanted to ask you to look after.",
,,,,,,,,yuma,เรื่องอะไรหรอครับ ถ้าให้ดูแลครูริสะที่ไม่มีใครคอยดูแลตอนแก่เพราะยังหาแฟนไม่ได้จนแก่ ผมคงต้องขอปฏิเสธล่วงหน้านะครับ,,,,"What is it? If it's looking after you, Ms. Risa, in your old age after failing to find a boyfriend...I'm going to have to refuse in advance.",
,,,,,,angry,angry,risa,ครูก็ไม่อยากเจอหน้าเด็กอย่างเธอไปจนแก่หรอกย่ะ,,risa_2_4_016,,Like I'd want a kid like you visiting me when I'm old!,
,,,,,,serious,,risa,ครูอยากให้เธอช่วยดูแลเรกะหน่อย,,risa_2_4_017,,I want you to help look out for Rega a bit.,
,,,,,,,,yuma,เรกะเหรอครับ,,,,Rega?,
,,,,,,normal,,risa,จริงอยู่ที่เรกะเป็นเด็กที่มีความสามารถมาก บางทีอาจจะเป็นประธานนักเรียนที่เก่งที่สุดเท่าที่ครูเจอมาเลยก็ได้,,risa_2_4_018,,It's true that Rega is an extremely capable student. She may well be the most competent student council president I've seen.,
,,,,,,,,risa,แต่เรกะเป็นคนที่มีความทะเยอทะยานเต็มเปี่ยม พยายามเพื่อโรงเรียนและนักเรียนทุกคนอย่างเต็มที่,,risa_2_4_019,,But Rega is also a very ambitious person who gives her all for the sake of the school and students.,
,,,,,,,,risa,นโยบายที่เรกะนำเสนอเป็นผลดีกับโรงเรียน แต่ในขณะเดียวกันก็ต้องคิดให้รอบด้าน บางคนอาจไม่ชอบใจเพราะตัวเองเสียผลประโยชน์ก็ได้,,risa_2_4_020,,"The policies Rega proposes benefit the school, but at the same time, she needs to consider things carefully. Some people who lose out might resent her.",
,,,,,,,,risa,เพราะแบบนี้ ฝากเตือนเด็กคนนั้นด้วยนะ ดูเหมือนว่าเด็กคนนั้นฟังเธอคนเดียว,,risa_2_4_021,,"So keep an eye on her, okay? It seems like you're the only one that girl really listens to.",
,,,,hide risa,,,,yuma,ครับ ถ้ามีอะไรเกิดขึ้นผมจะปกป้องเรกะเอง ทั้งในฐานะสมาชิกสภานักเรียนและเพื่อนสมัยเด็ก,,,,"Got it. If anything happens, I'll protect Rega myself, both as a student council member and childhood friend.",
,border,,,,,,,,อาจจะจริงอย่างที่ครูริสะว่าเมื่อมีคนรักก็ต้องมีคนเกลียด คงเป็นไปไม่ได้ที่เรกะจะมาถึงจุดนี้แล้วไม่มีคนเกลียดเลย,,,,You may be right that popularity breeds contempt too. I guess it's inevitable Rega would make some enemies after rising this far.,
,,,,,,,,,แต่ถ้ามีอะไรเกิดขึ้นผมก็จะอยู่เคียงข้างเรกะเสมอ,,,,"But if anything happens, I'll always be by Rega's side.",
,hide border,,,risa,,ah,,risa,จะว่าไป มีเรื่องรบกวนหน่อย ฝากเอาลังเอกสารตรงนั้นไปไว้ในห้องเก็บเอกสารให้ด้วยสิ,,risa_2_4_022,,"Oh right, I have a small favor to ask. Could you take those boxes of documents over there to the storage room for me?",
,,,,,,,,yuma,เอ๋ เรื่องแค่นี้ครูจัดการเองก็ได้หนิครับ ยังไม่ถึงวัยที่แก่จนข้อเข่าเสื่อมซักหน่อย,,,,Huh? Can't you handle something like that yourself? You're not so old that your knees are giving out yet.,
,,,,,,normal,,risa,ไม่ละ ครูยังต้องมีนัดกินข้าวกับสภานักเรียน,,risa_2_4_023,,No can do. I have a dinner appointment with the student council.,
,,,,,,smile,,risa,ครูไปก่อนนะ ฝากด้วยล่ะ,,risa_2_4_024,,I'm off then. I'm counting on you!,
,,,,hide risa,,,,yuma,เดี๋ยวก่อน!! นัดนั่นผมก็ต้องไปไม่ใช่หรอครับ,,,,Wait a second!! I'm supposed to go to that dinner too!,
,,,,,,,,,พอพูดจบครูริสะครูริสะแกล้งทำเป็นไม่ได้ยิน โบกมือให้ผม แล้วเดินออกจากห้องไปทันที,,,,"Finishing her sentence, Ms. Risa pretended not to hear, waved at me, and promptly left the room.",
,,,,,,,,,ทิ้งผมไว้ท่ามกลางลังเอกสารที่กองอยู่ตรงมุมโต๊ะ,,,,Leaving me here surrounded by stacks of document boxes piled up in the corner.,
,,,,,,,,,,,,,,ฉากดำมาขั้น
life_shoppingmallbuilding_evening,,MusMus-BGM-103,,,,,,,หลังจากที่ช่วยครูริสะย้ายลังเอกสารเสร็จ ผมเดินทางไปที่ห้างฯ ก่อนเวลานัดเล็กน้อย,,,,"After helping Ms. Risa move the document boxes, I made my way to the mall a bit before the appointed time.",
,,,,reika,kazuma,,,,ปรากฎว่าสมาชิกสภานักเรียนทุกคนมารอก่อนหน้าแล้ว,,,,It turned out all the other student council members had arrived before me.,
,,,,,,ah_2,,reika,ยูมะ ทางนี้,,reika_2_4_001,,"Yuma, over here.",
,,,,,,smile,,kazuma,ดูเหมือนจะมากันครบแล้วสินะ,,kazuma_2_4_001,,Looks like everyone's here now.,
,,,,,,,,yuma,ทำไมทุกคนถึงอยู่กันพร้อมหน้าพร้อมตาหมดเลยละ ทั้งๆ ที่ฉันก็มาก่อนเวลาแล้วแท้ๆ,,,,Why are you all here already? Even though I arrived early myself.,
,,,,,,cold_2,,reika,โทษทีนะยูมะ พอดีฉันไม่ได้มาถึงตอนคาบเส้นแบบใครบางคนแถวนี้น่ะ,,reika_2_4_002,,"Sorry Yuma. Unlike a certain someone, I didn't show up at the last minute.",
,,,,,,,,,ขยันกัดกันจริงๆ นะยัยนี่,,,,"You sure love to mock me, don't you.",
,,,,hide reika,hide kazuma,,,,บางทีผมก็แอบสงสัยเหมือนกันว่าผมกับเรกะเป็นเพื่อนสมัยเด็กหรือคู่ปรับตั้งแต่สมัยเด็กกันแน่,,,,Sometimes I wonder if Rega and I are childhood friends or childhood rivals.,
,,,,risa,,serious,,risa,นายน่าจะรีบๆมานะ มัวแต่ชักช้าอยู่ได้,,risa_2_4_025,,You should've hurried up. What were you dawdling around for?,
,,,,,,,,yuma,ก็เพราะใครกันละครับ,,,,It's all because of a certain someone!,
,,,,hide risa,,,,yuma,ว่าแต่ ทุกคนมาถึงกันตั้งแต่เมื่อไหร่,,,,"But anyway, when did you all get here?",
,,,,,,,,,,,,,[VFX - Pan the camera to show each character],
,,,,,,,,,[VFX - แพนกล้องให้เห็นตัวละครทีละคน],,,,,[VFX - แพนกล้องให้เห็นตัวละครทีละคน]
,,,,akane,,ah,,akane,หนูมาถึงก่อนรุ่นพี่คาสึมะ 10 นาที,,akane_2_4_001,,I arrived 10 minutes before Kasuma.,
,,,,hide akane,,,,,,,,,,
,,,,kazuma,,ah,,kazuma,ฉันมาถึงก่อนยูมะ 20 นาที,,kazuma_2_4_002,,I got here 20 minutes before Yuma.,
,,,,hide kazuma,,,,,,,,,,
,,,,reika,,ah,,reika,ฉันมาถึงก่อนคุณครูริสะ 5 นาที,,reika_2_4_003,,I arrived 5 minutes before Ms. Risa.,
,,,,hide reika,,,,,,,,,,
,,,,risa,,ah,,risa,ครูมาถึงหลังอากาเนะ 25 นาที,,risa_2_4_026,,I arrived 25 minutes after Akane.,
,,,,hide risa,,,,,,,,,,
,,,1,reika,,smile,,reika,ยูมะ นายมาถึงก่อนเวลานัดหมาย 10 นาทีสินะ,,reika_2_4_004,,"Yuma, you arrived 10 minutes before the meeting time, right?",
,,,,,,,,reika,ถ้าเวลานัดคือ 18:30 น. นายลองตอบหน่อยสิว่าฉันมาถึงที่นี่กี่โมง,,reika_2_4_005,,"If the meeting time was 6:30 pm, try answering what time I got here.",
,,,,hide reika,,,,,ยัยนี่คิดว่าผมเป็นเครื่องคิดเลขหรือไงกัน ทั้งคำนวณงบประมานของชมรมต่างๆ ในแต่ละปีแล้วยังต้องมานั่งแก้ปริศนาตอนนัดกินข้าวอีก,,,,"You think I'm a calculator or something? I already have to calculate the budgets for all the clubs each year, and now I have to solve riddles at dinner too?",
,,,,,,,,,ช่างมันเถอะ ถ้าถามมาก็จะตอบให้ก็แล้วกัน,,,,"Oh whatever, I'll answer since you asked.",
,,,,,,,,,เรกะมาถึงที่นี่ในเวลา……,,,,Rega arrived here at...,
,,,,,,,,,Hint - คุณสามารถย้อนกลับไปดูข้อความก่อนหน้าได้ด้วยการกดปุ่ม Backlog,,,,Hint - You can look back at previous messages by pressing the Backlog button,
,,,,,,,,,[CHOICE],,,,[CHOICE],
,,,,,,,,,1. 17.55 น.,,,,5:55 PM,
,,,,,,,,,2. 18.00 น.,,,,6:00 PM,
,,,,,,,,,3. 18.05 น.,,,,6:05 PM,
,,,,,,,,,4. 18.10 น.,,,,6:10 PM,
,,,,,,,,,5. 18.15 น.,,,,6:15 PM,
,,,,,,,,,[กรณีตอบถูก],,,,[If answered correctly],
,,,,reika,,doya_2,,reika,ฉันชนะ บอกแล้วว่าเครื่องคิดเลข…ไม่สิเหรัญญิกของฉันไม่มีทางตอบผิดหรอก,,reika_2_4_006,correct,"I win. See, I told you my treasurer...I mean, calculator, would never get it wrong.",
,,,,,,,,yuma,นี่เธอเห็นฉันเป็นเครื่องคิดเลขจริงๆ สินะ…,,,,"You really do see me as an actual calculator, don't you...",
,,,,hide reika,,smile_2,,reika,ก็นะเพราะคณิตศาสตร์เป็นวิชาเดียวที่คะแนนสอบของนายสูงกว่าฉันนี่นา,,reika_2_4_007,,"Well, math is the only subject where your test scores are higher than mine.",
,,,,kazuma,,sad,,kazuma,เห้อ ทายผิดซะได้,,kazuma_2_4_003,,"Ugh, of course I got it wrong.",
,,,,,,,,,[กรณีตอบผิด],,,,[If answered incorrectly],
,,,,kazuma,,smile,,kazuma,ฮ่าๆๆ บอกแล้วว่าจู่ๆ ไปถามแบบนี้ยูมะคิดไม่ทันหรอก,,kazuma_2_4_004,wrong,"Haha, see, I told you if you suddenly ask something like that, Yuma wouldn't be able to figure it out in time.",
,,,1,reika,,angry_2,,reika,ยูมะ นายทำให้ฉันผิดหวัง,,reika_2_4_008,,"Yuma, I'm disappointed in you.",
,,,,,,angrymeme_2,,reika,ปกตินายคูณเลขในใจได้เป็นสิบหลักไม่ใช่รึไง ทำไมวันนี้ตอบผิดได้เนี่ย,,reika_2_4_009,,"You can normally multiply 10-digit numbers in your head, right? How could you get this wrong?",
,,,,,,,,reika,บางทีฉันอาจจะลืมเปลี่ยนถ่านเครื่องคิดเลขรึเปล่านะ,,reika_2_4_010,,Maybe I forgot to change the batteries in my calculator.,
,,,,,,,,yuma,นี่เดี๋ยวเถอะ ฉันไม่ใช่เครื่องคิดเลขของเธอซักหน่อย!,,,,"Hey now, I'm not your personal calculator!",
,,,,,,,,yuma,ว่าแต่ พวกเธอเล่นอะไรกันเนี่ย,,,,But what were you all doing anyway?,
,,,0,reika,,ah,,reika,ฉันกับคาสึมะทายกันเล่นๆ ว่านายจะสามารถตอบปริศนาเรื่องเวลาเมื่อกี้ได้หรือเปล่า,,reika_2_4_011,,Kasuma and I were just making a little bet on whether you'd be able to answer that time riddle from earlier.,
,,,,hide reika,,,,,,,,,,
,,,,risa,akane,smile,,risa,ครูคิดว่าน่าสนุกดี เลยร่วมด้วย,,risa_2_4_027,,"The teacher thought it sounded fun, so she joined in.",
,,,,,,smile,,akane,หนูก็เหมือนกัน,,akane_2_4_002,,Me too.,
,,,,hide risa,hide akane,,,yuma,แล้วใครทายว่าอะไรกันบ้าง,,,,And? What did you all bet?,
,,,,reika,,doya_2,,reika,ทุกคนยกเว้นฉันเชื่อว่านายต้องตอบผิดแน่นอน,,reika_2_4_012,,Everyone except me was convinced you would definitely get it wrong.,
,,,,hide reika,,,,yuma,อ้าว ซะงั้น!?,,,,Huh? Seriously?!,
,,,,kazuma,akane,,,yuma,อย่ามาดูถูกกันนะ เรื่องอื่นไม่ว่ากัน แต่ถ้าเป็นเรื่องคณิตศาสตร์ละก็ฉันไม่ยอมเด็ดขาด,,,,"Don't underestimate me. I may lose to other subjects, but when it comes to math, I won't back down for anything.",
,,,,,,,,yuma,รู้หรือเปล่าว่าทศนิยมค่าพายลำดับที่ 20 คือเลข 6 นะ,,,,Did you know the 20th digit of pi is 6?,
,,,,,,normal,,kazuma,อื้ม มีประโยชน์มากเลย,,kazuma_2_4_005,,"Hmm, how very useful.",
,,,,,,normal,,akane,ขอบคุณสำหรับข้อมูล,,akane_2_4_003,,Thanks for the info.,
,,,,,,,,,คาสึมะและอากาเนะพูดเสียงแข็งเหมือนหุ่นยนต์สังเคราะห์เสียง,,,,"Kasuma and Akane spoke in flat, synthesized robot voices.",
,,,,,,,,yuma,เดี๋ยวสิ ตรงนี้พวกนายต้องตกใจแล้วชมฉันด้วยความปลาบปลื้มว่า ‘สุดยอดไปเลยยูมะ’ ไม่ใช่เหรอ,,,,"Hey, shouldn't you be amazed and compliment me with something like ""That's amazing, Yuma!""?",
,,,,,,normal,,kazuma,สุดยอดไปเลยยูมะ [เสียงราบเรียบน่าเบื่อๆ],,kazuma_2_4_006,,"That's amazing, Yuma. [Flat, bored tone]",
,,,,,,normal,,akane,สุดยอดไปเลยยูมะ [เสียงราบเรียบน่าเบื่อๆ],,akane_2_4_004,,"That's amazing, Yuma. [Flat, bored tone]",
,,,,,,,,yuma,ตั้งใจชมกันมากเลย (ประชด),,,,"You're really putting your hearts into it, huh. (Sarcastic)",
,,,,risa,,smile,,risa,ไหนๆ ทุกคนก็มาครบกันแล้ว ไปกินข้าวเย็นกันเถอะ ครูเลี้ยงเอง,,risa_2_4_028,,"Well, now that we're all here, let's go have dinner. My treat.",
,,,,,,,,yuma,อย่าพึ่งเปลี่ยนเรื่องสิครับ ครูริสะ!,,,,"Don't change the subject, Ms. Risa!",
NightSky1,,MusMus-BGM-174,,,,,,,หลังกินข้าวเย็นเสร็จ พวกเราทุกคนก็เดินออกมาจากร้านอาหาร,,,,"After finishing dinner, we all walked out of the restaurant together.",
bg038n19201080,,,,reika,,angry,,reika,นี่ยูมะ โตป่านนี้แล้วนายยังไม่กินผักอีกหรอ,,reika_2_4_013,,"Hey Yuma, you still don't eat your veggies even at this age?",
,,,,hide reika,,,,yuma,ก็ฉันไม่ใช่สัตว์กินพืชนี่นา เธอไม่เห็นหรือไงว่าสัตว์ที่อยู่บนจุดสูงสุดของห่วงโซ่อาหารล้วนเป็นสัตว์กินเนื้อทั้งนั้นแหละ,,,,"Well, I'm not an herbivore. Haven't you noticed that the animals at the top of the food chain are all carnivores?",
,,,,akane,risa,normal,,akane,แต่รุ่นพี่อยู่ในชนชั้นต่ำสุดของสภานักเรียนนะคะ,,akane_2_4_005,,"But you're at the very bottom of the student council hierarchy, you know.",
,,,,,,,,,อากาเนะพูดด้วยสีหน้ายิ้มแย้ม ผมเดาไม่ออกว่าเธอเล่นมุกหรือพูดจริง,,,,Akane spoke with a cheerful smile. I couldn't tell if she was joking or being serious.,
,,,,,,ah,,risa,เอาเถอะ ถึงยูมะจะไม่กินผักก็ไม่เห็นเป็นไรเลย,,risa_2_4_029,,"Oh well, it's not a big deal if Yuma doesn't eat his veggies.",
,,,,,,,,,ในวันที่ทุกคนไม่รักผม อย่างน้อยก็ยังมีครูริสะที่คอยปกป้องผมอยู่,,,,"On a day when no one else loves me, at least I still have Ms. Risa to protect me.",
,,,,,,,,,นี่สินะที่เขาบอกกันว่าไม่มีครูคนไหนที่ไม่รักลูกศิษย์ของตัวเองหรอก,,,,This must be what they mean when they say there's no teacher who doesn't love their students.,
,,,,,,,,,ต่อไปนี่ผมจะไม่หลับในคาบชีวะอีกแล้วครับ ครูริสะ,,,,"I promise I won't fall asleep in biology class anymore, Ms. Risa.",
,,,,,,smug,,risa,ต่อให้ยูมะกินผักได้ ยูมะก็ยังเป็นชนชั้นต่ำสุดของสภานักเรียนอยู่ดีนี่นะ,,risa_2_4_030,,"Even if Yuma could eat his veggies, he'd still be at the bottom of the student council hierarchy.",
,,,,,,,,yuma,ไหงงั้นละครับบบบบบ,,,,Why is that?!,
,,,,hide akane,hide risa,,,,ผมขอถอนคำพูด รอบหน้าในคาบชีวะ ผมจะจำศีลแล้วไปตื่นอีกทีปีหน้าเลย,,,,"I take it back. Next biology class, I'm going to hibernate until next year.",
,,,,kazuma,,ah,,kazuma,ก่อนกลับฉันว่าจะไปซื้อของหน่อย พวกนายจะกลับไปก่อนเลยก็ได้,,kazuma_2_4_007,,I think I'll do some shopping before heading home. You guys can go on ahead if you want.,
,,,,hide kazuma,,,,,,,,,,
,,,,akane,,smile,,akane,หนูก็มีของที่จะซื้อก่อนกลับเหมือนกัน,,akane_2_4_006,,I have some things I want to buy before going back too.,
,,,,hide akane,,,,,,,,,,
,,,,risa,,ah,,risa,บังเอิญจังนะ ครูก็ว่าจะแวะซื้อของก่อนกลับเหมือนกัน,,risa_2_4_031,,What a coincidence. I was also planning to pick up a few things before leaving.,
,,,,hide risa,,,,,,,,,,
,,,,reika,,ah_2,,reika,งั้นเราก็แยกกันตรงนี้ก่อนก็ได้ แล้วค่อยรวมตัวกันอีกรอบ,,reika_2_4_014,,"In that case, let's split up here for now and regroup later.",
,,,,hide reika,,,,,หลังจากนั้นแต่ละคนก็แยกย้ายกันไปเดินดูของตามโซนต่างๆ ของห้างฯ ตามที่สนใจ,,,,"After that, we each went our separate ways to browse the mall's various sections that interested us.",
,,,,,,,,,ส่วนผมที่ไม่มีของที่อยากจะซื้อเป็นพิเศษ ถ้าจะกับบ้านเลยตอนนี้ก็คงดูแปลก ลองไปหาคนอื่นดีกว่าว่าแต่ละคนซื้ออะไรกัน,,,,"As for me, I didn't have anything in particular I wanted to buy. Heading straight home now would seem odd, so I figured I'd go see what the others were shopping for.",
,,,,,,,,,อืม… ไปหาใครดีนะ,,,,Hmm... Who should I go find?,
,,,,,,,,,[CHOICE แบบบังคับเลือกทุกอัน และไม่เรียงลำดับ],,,,"[CHOICE - Force select all, order doesn't matter]",
,,,,,,,,,[เลือกช้อยส์ไหนก่อนหรือหลังก็ได้ แต่บังคับว่าผู้เล่นต้องอ่านให้ครบทั้ง 4 ช้อยส์],,,,"[Regardless of choice order, require the player to read all 4 choices]",
,,,,,,,,,1. เรกะ,,,,Rega,
,,,,,,,,,2. คาสึมะ,,,,Kasuma,
,,,,,,,,,3. อากาเนะ,,,,Akane,
,,,,,,,,,4. ครูริสะ,,,,Ms. Risa,
,,,,,,,,,[บทเรกะ],,,,[Rega scene],
bg038n19201080,,MusMus-BGM-cp04,,,,,,yuma,ลองไปหาเรกะดีกว่า,,,,I decided to look for Rega.,
