bg,bg_effect,bgm,zoom,character1,character2,face,popup,who_talk,talk,sound_effect,voice,sfx,talk_en,
,,,,,,yasashi,,maya,ไม่เป็นไรจ้ะ,,maya_2_6_002,,It's alright.,
,,,,,,,,student_m_2,ถ้างั้นผมขอเข้าเรื่องเลยนะครับ,,,,"In that case, I'll get straight to the point.",
,,,,,,,,student_m_2,รุ่นพี่ชิราซากิ ผมชอบคุณมาตลอด,,,,"Sempai Shirasaki, I've always liked you.",
,,,,,,,,student_m_2,ทั้งหุ่นดี ทั้งหน้าอกใหญ่,,,,You have a great body and big boobs.,
,,,,,,,,student_m_2,(รุ่นพี่เป็นคนที่หน้าตาดี หุ่นดี อ่อนโยน และคอยคิดถึงคนอื่นอยู่เสมอ),,,,"(Sempai is good-looking, has a nice figure, is kind, and always thinks of others.)",
,,,,,,consider,,maya,คำพูดกับความคิดมันสลับกันรึเปล่านะ,,maya_2_6_003,,Did he mix up his spoken words and thoughts?,
,,,,hide maya,,,,student_m_2,ถ้ามีโอกาส โปรดคบผมเป็นแฟนด้วยเถอะครับ,,,,"If possible, please go out with me!",
,border,,,,,,,,ชายหนุ่มคนนั้นยังดึงดันที่จะสารภาพรักกับรุ่นพี่มายะทั้งๆที่เผลอพูดสิ่งที่อยู่ในใจออกมาแล้ว,,,,"The young man stubbornly insisted on confessing his love to Sempai Maya, even though he accidentally blurted out what was on his mind.",
,,,,,,,,,ไม่คิดเลยว่าจะมาเจอเหตุการณ์อะไรแบบนี้ตั้งแต่เช้า,,,,I never imagined I'd witness something like this first thing in the morning.,
,,,,,,,,,สมแล้วกับที่เขาเลื่องลือกันว่ารุ่นพี่มายะเป็นสาวป๊อบประจำโรงเรียน,,,,No wonder the rumors say Sempai Maya is the school's most popular girl.,
,,,,,,,,,ถึงการแอบมองเป็นเรื่องไม่ดีก็เถอะ แต่พอเห็นแบบนี้แล้วผมไม่อาจละสายตาจากทั้งสองคนได้,,,,"Although eavesdropping is wrong, seeing this unfold, I couldn't tear my eyes away from the two of them.",
,,,,,,,,,สถานการณ์แบบนี้ รุ่นพี่มายะจะตอบว่าอะไรกันนะ,,,,"In this situation, I wonder how Sempai Maya will respond.",
,hide border,,,maya,,onegai_2,,maya,ขอโทษนะ,,maya_2_6_004,,I'm sorry.,
,,,,,,,,,หลังจากที่อีกฝ่ายพูดจบ รุ่นพี่มายะตอบทันทีโดยไม่ลังเล,,,,"After the other party finished speaking, Sempai Maya replied without hesitation.",
,,,,,,,,,คงมีประสบการณ์การปฏิเสธมาบ่อยแล้วสินะ,,,,She must have a lot of experience rejecting people by now.,
,,,,,,,,student_m_2,รุ่นพี่มีแฟนอยู่แล้วหรอครับ,,,,"Do you already have a boyfriend, Sempai?",
,,,,,,smile_2,,maya,ไม่ใช่แบบนั้นหรอกจ๊ะ,,maya_2_6_005,,It's not like that.,
,,,,,,,,student_m_2,ถ้าอย่างนั้น ขอถามหน่อยว่ารุ่นพี่มีคนที่ชอบรึยังครับ,,,,"In that case, may I ask if you have someone you like yet?",
,,,,,,ah_2,,maya,ยังไม่มีหรอก ตอนนี้ฉันมีสิ่งที่สนใจมากกว่าความรักอยู่นะ,,maya_2_6_006,,"I don't yet. Right now, I have things that interest me more than love.",
,,,,,,,,maya,แถมเราเพิ่งเคยคุยกันครั้งแรก ยังไม่รู้จักกันเลย,,maya_2_6_007,,"Besides, this is the first time we've ever talked. We don't know each other at all.",
,,,,hide maya,,smile_2,,maya,ดังนั้นเรามาเริ่มจากเป็นเพื่อนก่อนดีไหม,,maya_2_6_008,,So why don't we start off as friends first?,
,border,,,,,,,,สิ่งที่สนใจมากกว่าความรักงั้นเหรอ?,,,,Something that interests you more than love?,
,,,,,,,,,รุ่นพี่เรียนอยู่ปีสาม คงเป็นเรื่องสอบเข้ามหาวิทยาลัยแน่เลย,,,,"Since Sempai is a third year student, it must be about college entrance exams for sure.",
,hide border,,,,,,,,ไม่สิ บางทีอาจจะเป็นเรื่องครอบครัวก็ได้,,,,"No, maybe it's a family matter.",
,,,,maya,,,,student_m_2,ขอบคุณมากครับ,,,,Thank you very much.,
,,,,,,,,,พอพูดจบ รุ่นพี่มายะก็ก้าวเท้าออกไป,,,,"Finishing his words, Sempai Maya turned to leave.",
,,,,,,,,student_m_2,รุ่นพี่ครับ ผมยังไม่ตัดใจจากรุ่นพี่หรอกนะครับ,,,,"Sempai, I'm not giving up on you yet!",
,,,,hide maya,,,,,นักเรียนชายพูดด้วยน้ำเสียงดูท่าทางผิดหวัง แต่ก็ยังไม่ยอมแพ้,,,,"The male student spoke in a disappointed tone, but was still unwilling to give in.",
,,,,,,,,,ฝั่งรุ่นพี่มายะก็ถนอมน้ำใจอีกฝ่ายสุดๆ นี่สินะที่เขาเรียกว่าสาวแกลผู้ใจดีกับทุกคน,,,,"On Sempai Maya's side, she was being extremely considerate of the other party's feelings. This must be what they call a kind, popular girl who's nice to everyone.",
,,,,,,,,,อ๊ะ รุ่นพี่มายะเดินมาทางนี้แล้ว,,,,"Oh, Sempai Maya is coming this way.",
,,,,,,,,,รีบหลบและทำเป็นมองไม่เห็นเหตุการณ์เมื่อสักครู่นี้ดีกว่า,,,,Better hide quickly and pretend I didn't see what just happened.,
,,,,,,,,,,,,,,
,,,,,,,,,………,,,,.......,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
school_corridor_noon,,MusMus-BGM-079,,maya,,vomit_2,,maya,เห้อ อีกแล้วเหรอเนี่ย พวกผู้ชายนี่เหมือนๆ กันหมดเลยสินะ,,maya_2_6_009,,"Sheesh, again? Men are all the same, aren't they.",
,,,,hide maya,,,,,รุ่นพี่มายะเดินไปที่ตู้แมวน้ำบิน,,,,Sempai Maya walked over to the seal vending machine.,
,,,,,,,,,,,,,,
,flyingseal01,,,,,,,maya,ไม่ไหวๆ หาอะไรหวานๆ เยียวยาใจดีกว่า,,maya_2_6_010,,I can't deal. I need something sweet to soothe my soul.,
,,,,,,,,maya,เอ๋ เมนูเครื่องดื่มประเภทน้ำอัดลมหายไปแล้ว,,maya_2_6_011,,Huh? The soda options are gone from the drink menu.,
,,,,,,,,maya,เมื่อวานพึ่งประกาศยกเลิกการจำหน่ายน้ำอัดลม วันนี้น้ำอัดลมหายไปแล้ว ทำงานรวดเร็วกันเหลือเกิน,,maya_2_6_012,,"They just announced banning soda sales yesterday, and the soda is already gone today. They work fast.",
,,,,,,,,maya,ช่างเถอะ ยังมีเครื่องดื่มอื่นๆ ให้เลือกอีกเพียบ,,maya_2_6_013,,"Oh well, there's still plenty of other drinks to choose from.",
,hide flyingseal01,,,,,,,,,,,,,
,,,,maya,,smile3,,maya,จะว่าไปตู้แมวน้ำบินนี่มันสะดวกชะมัด ฉันไปอยู่ที่ไหนมาเนี่ย,,maya_2_6_014,,"Come to think of it, this seal vending machine is super convenient. Where have I been?",
,,,,,,,,maya,ชอบตรงที่เลือกระดับความหวานได้นี่แหละ เลือกระดับความหวานเต็มพิกัด 140% ไปเลย,,maya_2_6_015,,I especially like that you can choose the sweetness level. Let's max it out to 140%!,
,,,,,,,,,,,,,,
,,,,,,,,,ทันใดนั้น รุ่นพี่มายะก็หันมาสบตากับผมโดยบังเอิญ,,,,"Just then, Sempai Maya happened to turn and make eye contact with me.",
,,,,,,smile_2,,maya,อ้าว ยูคุงนี่นา อรุณสวัสดิ์,,maya_2_6_016,,"Oh, Yu-kun. Good morning.",
,,,,,,,,yuma,อรุณสวัสดิ์ครับรุ่นพี่มายะ มีอะไรหรือเปล่าครับ ดูท่าทางเหนื่อยๆ,,,,Good morning Sempai Maya. Is something wrong? You look tired.,
,,,,,,hee2_2,,maya,ปะ… เปล่าหรอก ฉันแค่กำลังคิดอะไรเรื่อยเปื่อยไปเรื่อย,,maya_2_6_017,,"N-no, it's nothing. I was just lost in thought.",
,,,,,,smile,,maya,ว่าแต่ฉันต้องขอบคุณนายมากเลยนะที่สอนวิธีใช้เจ้าเครื่องนี้ พอใช้เป็นแล้วรู้สึกว่าสะดวกมากเลย,,maya_2_6_018,,"But I really have to thank you for teaching me how to use this machine. Now that I know how, it's so handy.",
,,,,,,angry,,maya,เสียอย่างเดียว รอเครื่องดื่มนานไปหน่อย,,maya_2_6_019,,The only downside is it takes a while for the drink to come out.,
,,,,,,,,yuma,ไม่นานขนาดนั้นหรอก รุ่นพี่รีบเกินไปเองต่างหาก,,,,It's not that long. You're just in too much of a hurry.,
,,,,,,hurt,,maya,นั่นไง ยูคุงปกป้องตู้แมวน้ำบินอีกแล้วนะ,,maya_2_6_020,,"There you go again, defending the seal vending machine.",
,,,,,,angry,,maya,แถมวันนี้เราเจอกันที่หน้าตู้แมวน้ำบินอีกครั้ง ยูคุงเป็นพนักงานของบริษัทตู้แมวน้ำบินสินะ,,maya_2_6_021,,"And we ran into each other in front of the seal machine again. You must work for the seal vending machine company, right?",
,,,,,,,,yuma,จะเป็นแบบนั้นได้ยังไงละครับ,,,,How could that be?,
,,,,,,,,,ดูเหมือนรุ่นพี่มายะจะพยายามยัดเยียดตำแหน่งเซลล์แมนขายตู้แมวน้ำบินให้ผมตลอดเลย,,,,Sempai Maya always seems to be trying to turn me into a salesman for the seal vending machines.,
,,,,,,,,,จะว่าไป ในอินเทอร์เน็ตมีข่าวลือว่าด้านในตู้แมวน้ำบินมีคุณป้าคอยชงเครื่องดื่มอยู่,,,,"Come to think of it, there's an online rumor that there's an auntie inside the seal vending machine who brews the drinks.",
,,,,,,,,,บางทีรุ่นพี่มายะอาจจะเป็นสายลับที่มาตามสืบคดีตามข่าวลือนี้แน่ๆ เลย,,,,Sempai Maya must be an undercover agent investigating this rumor for sure!,
,,,,,,,,,แต่เรื่องนั้นคงต้องปล่อยไปก่อน ผมเองก็มีเรื่องที่จำเป็นต้องทำเหมือนกัน,,,,But I'll have to put that aside for now. I have something important I need to do too.,
,,,,,,ah,,yuma,จะว่าไปเมื่อวานนี้ ผมเก็บบัตรนักเรียนของรุ่นพี่มายะได้,,,,"That reminds me, I found your student ID yesterday, Sempai Maya.",
,,,,hide maya,,,,,พอพูดจบ ผมก็หยิบบัตรนักเรียนของรุ่นพี่มายะออกมา,,,,"Finishing my sentence, I took out Sempai Maya's student ID card.",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,student card,,,,,crymeme,,maya,เอ๊ะ ไม่มี… จริงด้วย ฉันทำบัตรหล่นตอนไหนเนี่ย ไม่ทันสังเกตเลย,,maya_2_6_022,,"Huh? It's gone... Oh right, when did I drop my ID? I didn't even notice.",
,,,,,,,,yuma,รุ่นพี่ทำบัตรนักเรียนหล่นตอนวิ่งหนีอากาเนะเมื่อวานไงครับ,,,,"You dropped it while running away from Akane yesterday, remember?",
,,,,,,smile,,maya,เอ๋ เป็นแบบนั้นหรอกเหรอ ขอบใจมากเลยนะ,,maya_2_6_023,,"Oh, is that what happened? Thank you so much.",
,,,,,,,,yuma,จะว่าไป ทำไมรูปถ่ายในบัตรนักเรียนถึงแตกต่างจากตัวจริงขนาดนี้ล่ะครับ,,,,"By the way, why does the photo on your student ID look so different from how you really look?",
,hide student card,,1,maya,,hurt,excited,maya,เรื่องนั้น!!!,,maya_2_6_024,,About that!!!,
,,,,,,onegai,,maya,ชะ… ช่วยเก็บไว้เป็นความลับได้ไหม อย่าบอกใครนะ,,maya_2_6_025,,"P-please keep it a secret, okay? Don't tell anyone.",
,,,,,,,,,ท่าทีของรุ่นพี่มายะแตกต่างไปจากเดิม ผมสัมผัสได้ว่ารุ่นพี่มายะกำลังประหม่าอยู่,,,,Sempai Maya's demeanor changed. I could sense she was flustered.,
,,,,,,,,,เข้าทางเลย ไอ้นั่นสินะ ปลอมตัวมาเป็นสายลับในโรงเรียนแน่เลย ดีล่ะ,,,,Perfect. That must be it. She's definitely an undercover agent at this school. Alright then.,
,,,,,,,,yuma,ไม่ให้บอกใครสินะ,,,,So you want me to keep it a secret?,
,,,,,,onegai_2,,maya,ขอร้องล่ะ ให้ฉันทำอะไรก็ได้ อย่าบอกคนอื่นเลย,,maya_2_6_026,,"I'm begging you. I'll do anything, just don't tell anyone else.",
,,,,,,,,,‘ ให้ทำอะไรก็ได้ ’ งั้นเหรอ,,,,"Do anything, you say?",
,,,,,,,,,นี่มันประโยคต้องห้ามที่ไม่ว่ายังไงก็ห้ามพูดเด็ดขาดในการ์ตูนเรต 18+ เลยไม่ใช่รึไง,,,,"That's the forbidden phrase you should never, ever say in 18+ manga no matter what.",
,,,,,,,,,ถ้าอย่างนั้นก็ไม่เกรงใจละนะ,,,,"In that case, I won't hold back.",
,,,,hide maya,,,,yuma,ให้ทำอะไรก็ได้… ถ้างั้นก็…,,,,I can ask for anything... So then...,
,,,,,,,,,,,,,,
,,,,,,,,,[CHOICE],,,,[CHOICE],
,,,,,,,,,1. ผมขอจับหน่มน๊มของรุ่นพี่มายะได้ไหมครับ,,,,"Can I touch your boobs, Sempai Maya?",
,,,,,,,,,2. ช่วยเอาต้นขามารัดคอผมหน่อยได้ไหมครับ,,,,Could you wrap your legs around my neck?,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,จะบ้าเหรอ! ใครจะไปขออะไรแปลกๆ แบบนั้นได้กันเล่า!?,,,,Are you crazy?! Who would ask for something that weird?!,
,,,,,,,,,คนที่คิดอะไรแผลงๆ แบบนั้นได้คงเพี้ยนไปแล้วแน่ๆ,,,,Anyone who could come up with something that bizarre must be insane.,
,,,,,,,,,เพียงเท่านี้ทุกอย่างก็เป็นไปตามแผนที่วางไว้,,,,"With this, everything is going according to plan.",
,,,,,,,,,รุ่นพี่มายะต้องอยากปิดบังเรื่องรูปถ่ายแตกต่างจากตัวจริงแน่นอน,,,,Sempai Maya must want to hide the fact that her ID photo looks so different for sure.,
,,,,,,,,,ถึงแม้ว่าผมจะไม่รู้สาเหตุว่าทำไมรูปในบัตรกับตัวจริงถึงต่างกันขนาดนี้,,,,"Even though I don't know the reason why the photo looks so different from real life,",
,,,,,,,,,แต่ตอนนี้โอกาสของผมมาถึงแล้ว,,,,this is my chance.,
,,,,,,,,,เพื่อยูโนะ น้องสาวของผม ผมทำได้ทุกอย่าง,,,,"For the sake of Yuno, my little sister, I'll do anything.",
,,,1,maya,,,,yuma,รุ่นพี่ช่วยมาเป็นคู่รักให้ผมซักหนึ่งวันได้ไหมครับ,,,,"Sempai, could you pretend to be my girlfriend for a day?",
,,,,,,hurt,surprise,maya,เอ๋?!! คู่รัก คู่รักงั้นเหรอ,,maya_2_6_027,,What?!! Girlfriend? Really?,
,,,,,,ah,,maya,14…,,maya_2_6_028,,14...,
,,,,,,,,yuma,14?,,,,14?,
,,,,,,angry,,maya,นายรู้หรือเปล่าว่าเลข 14 หมายถึงอะไร,,maya_2_6_029,,Do you know what the number 14 means?,
,,,,,,,,yuma,อายุของผู้หญิงที่ผมชอบหรอครับ,,,,The age of the girls I like?,
,,,,,,bruh,,maya,ไม่ใช่ซักหน่อย! ไม่คิดเลยว่ายูคุงจะเป็นพวกโลลิค่อน,,maya_2_6_030,,Not at all! I can't believe Yu-kun is into lolis.,
,,,,,,angry,,maya,14 คือจำนวนคนที่มาสารภาพรักกับฉัน และนายเป็นคนที่ 15,,maya_2_6_031,,14 is the number of people who have confessed to me. And you're number 15.,
,,,,,,,,,ผมได้ยินข่าวลือมาบ้างว่ามีนักเรียนชายจำนวนมากพยายามสารภาพรักรุ่นพี่มายะ แต่ไม่นึกว่าจะมากถึง 14 คน,,,,"I had heard rumors that a lot of guys have tried confessing to Sempai Maya, but I didn't think it would be as many as 14.",
,,,,,,,,yuma,ถ้างั้นสนใจให้ 15 เป็นครั้งสุดท้ายไหมครับ,,,,"In that case, want to make 15 the last time?",
,,,,,,fun_2,,maya,ว้าว ไม่นึกว่ายูคุงจีบสาวเป็นด้วย จีบกันซึ่งๆ หน้าแบบนี้ฉันก็เขินแย่เลยสิ,,maya_2_6_032,,"Wow, I didn't know you were such a smooth talker, Yu-kun. Being hit on so directly is making me blush.",
,,,,,,onegai_2,,maya,แต่ว่าไม่ล่ะจ้ะ ตอนนี้ฉันยังไม่สนใจเรื่องความรักหรอกนะ,,maya_2_6_033,,But I'll have to say no. I'm not interested in romance right now.,
,,,,,,normal_2,,maya,ว่าแต่ทำไมถึงต้องขอให้ฉันเป็นคู่รักด้วยล่ะ บอกเหตุผลให้ฟังหน่อยสิ,,maya_2_6_034,,"More importantly, why are you asking me to be your girlfriend? Tell me the reason.",
,,,,,,,,yuma,คือว่าเรื่องเป็นแบบนี้…….,,,,"Well, it's like this...",
,,,,,,,,,ผมเล่าเรื่องทั้งหมดให้รุ่นพี่มายะฟัง,,,,I explained the whole situation to Sempai Maya.,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,[ตัดฉาก]
,,,0,maya,,ah,,maya,สรุปคือเกม Seal Impact มีกิจกรรมพิเศษสำหรับคู่รักที่มาเข้าร่วมกิจกรรมด้วยกันสินะ,,maya_2_6_035,,"So basically, the Seal Impact game is holding a special event for couples who participate together?",
,,,,,,huh,,maya,นึกว่าถูกยูคุงสารภาพรักจริงๆ เสียอีก ตกใจแทบแย่,,maya_2_6_036,,And here I thought Yu-kun was confessing his love for real. You really startled me.,
,,,,,,,,yuma,หรือว่ารุ่นพี่แอบเสียดายที่ผมไม่ได้สารภาพรักจริงๆ งั้นหรอครับ,,,,"Or maybe you're secretly disappointed that I wasn't really confessing, Sempai?",
,,,,,,angry,,maya,แหม ไม่ต้องมาหยอดเลย เดี๋ยวฉันก็ไม่ไปด้วยซะเลย,,maya_2_6_037,,"Oh stop, don't flatter yourself. I might just refuse to go along with it.",
,,,,,,,,yuma,อะไรกันผมแค่แซวเล่นนิดหน่อยเอง,,,,I was just teasing a little.,
,,,,,,confident,,maya,ตกลง ฉันจะยอมเข้าร่วมกิจกรรมที่ห้างฯ ในฐานะคู่รักของยูคุงเอง,,maya_2_6_038,,"Alright, I'll agree to participate in the event at the mall as Yu-kun's girlfriend.",
,,,,,,,,ตู้แมวน้ำบิน,กรุณาหยิบเครื่องดื่มของท่าน,,,洗濯機動作終了,Please take your drink.,ต้องใส่ว่าไรวะ
,,,,,,ah_2,aware,maya,อ๊ะ นมสตรอเบอรี่ปั่นหวาน 140% ได้แล้ว,,maya_2_6_039,,"Ah, my sweet strawberry milk with 140% sweetness is ready.",
