bg,bg_effect,bgm,zoom,character1,character2,face,popup,who_talk,talk,sound_effect,voice,sfx,talk_en,
,,,,,,,,,พอรู้ว่าต้องทำแบบฝึกหัด ยูโนะก็ทักท้วงขึ้นมาทันที,,,,"As soon as she realized she had to do exercises, Yuno immediately protested.",
,,,,,,,,yuma,...,,,,...,
,,,,,,,,,ความตั้งใจเมื่อสักครู่นี้หายไปไหนหมดเนี่ย,,,,Where did all that enthusiasm from earlier go?,
,,,,,,angry,,yuma,นี่พึ่งเริ่มต้นเองนะ อย่าพึ่งถอดใจสิ,,,,We're just getting started. Don't give up so soon.,
,,,,,,,,yuma,ลองนึกถึงตอนเล่นเกมก็ได้ ก่อนที่จะไปตะลุยดันเจี้ยนก็ต้องผ่านด่านแรก Tutorial ก่อน,,,,"Try to think of it like playing a game. Before diving into a dungeon, you have to clear the tutorial level first.",
,,,,,,endure,,yuno,ก็ได้ หนูจะลองทำแบบฝึกหัดก่อนก็ได้,,yuno_2_8_008,,"Fine, I'll try the pre-study exercises.",
,,,,hide yuno_c,,serious,,,ยูโนะพูดอย่างไม่เต็มใจนัก แต่เธอก็ยินยอมทำแบบทดสอบก่อนเรียนอย่างขมักเขม้น,,,,"Yuno spoke reluctantly, but she agreed to do the pre-test diligently.",
,,,,,,,,,ท่าทางจริงจังแบบนี้ แสดงว่าพอทำได้อยู่สินะ สมกับที่เป็นน้องสาวของเรา,,,,"With this serious attitude, it seems she can handle it somewhat. As expected of my little sister.",
,,,,,,,,,,,,,,
nightsky1,,,,,,,,,……,,,,......,
,,,,,,,,,,,,,,
home_livingroom_night,,,,,,,,,ผ่านไป 15 นาที ยูโนะก็ทำแบบทดสอบเสร็จ,,,,"15 minutes later, Yuno finished the pre-test.",
,,,,yuno_c,,badass,,yuno,เสร็จแล้ว! เป็นยังไงบ้าง,,yuno_2_8_009,,I'm done! How did I do?,
,,,,hide yuno_c,,,,,ยูโนะพูดด้วยสีหน้ามั่นใจ,,,,Yuno asked with a confident expression.,
,,,,,,,,,หลังจากที่ผมตรวจแบบทดสอบของยูโนะ ก็พบว่า……,,,,"After I checked Yuno's test, I found that...",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,48,,,,,,,yuma,48 คะแนน,,,レベルアップ,48 points.,
,,,,,,confident,,yuno,ไม่เลวเลยนี่ แค่ครั้งแรกก็ได้คะแนนเกือบผ่านแล้ว,,yuno_2_8_010,,Not bad. You almost passed on your first try.,
,,,,,,,,yuma,ไม่เลวที่ไหนกันเล่า เกือบผ่านแปลว่ายังไม่ผ่านนะ!?,,,,What do you mean 'not bad'? 'Almost passed' means I didn't pass!,
,hide 48,,,,,,,,,,,,,
,,,,yuno_c,,angry_2,,yuno,พี่เอาแบบทดสอบอะไรมาให้หนูทำก็ไม่รู้ ยากแบบนี้ใครจะไปทำได้,,yuno_2_8_011,,"I don't know what kind of test you gave me, but it was so hard. Who could even do this?",
,,,,,,,,yuma,เท่าที่ลองตรวจแบบทดสอบ ดูเหมือนว่าโจทย์ประยุกต์ที่ต้องพลิกแพลงสูตรยังตอบผิดอยู่,,,,"From what I can see, you're still getting the applied problems wrong, the ones where you need to manipulate formulas.",
,,,,,,blank_2,,yuno,ก็หนูไม่เข้าใจนี่นา วิชาคณิตศาสตร์เทอมนี้ดันมีแต่เรื่องสมการกำลังสองอะไรไม่รู้ ยากจะตาย,,yuno_2_8_012,,I just don't understand! This term's math is all about quadratic equations or something. It's so hard!,
,,,,,,,,yuma,การสอบมีเวลาจำกัด ถ้าไม่ใช้สูตรก็มีโอกาสที่จะทำข้อสอบไม่ทัน,,,,"Exams have time limits. If you don't use formulas, you might not finish in time.",
,,,,,,,,yuma,ถึงสูตรจะยาวและจำยาก แต่ถ้าจำได้รับรองว่าสอบผ่านแน่นอน,,,,"Even if the formulas are long and hard to remember, if you can memorize them, you're sure to pass.",
,,,,,,panic2_2,,yuno,ขืนต้องจำสูตรพวกนี้หนูคงตายก่อนสอบเสร็จแน่เลย,,yuno_2_8_013,,"If I have to memorize these formulas, I'll probably die before the exam is over!",
,,,,,,,,yuma,ไม่ขนาดนั้นหรอก เดี๋ยวพี่ช่วยสอนให้,,,,It's not that bad. Let me help teach you.,
,,,,hide yuno_c,,,,yuma,ก่อนอื่น ลองเขียนสูตรให้พี่ดูหน่อยสิ,,,,"First, try writing out the formula for me.",
,,,,,,,,,,,,,,
,sleep_note07,,,,,smile_2,,yuno,นี่ไง พึ่งเรียนมาวันนี้เลย เป็นไงล่ะ,,yuno_2_8_014,,Here it is. I just learned it today. How's that?,
,,,,,,confident_2,,yuno,เชื่อหนูสิ หนูเป็นเทพวิชาคณิตศาสตร์,,yuno_2_8_015,,"Trust me, I'm a math genius.",
,,,,,,,,,ยูโนะพูดด้วยสีหน้ามั่นใจเต็มพิกัดเหมือนตอนกดกาชาได้ SSR,,,,"Yuno spoke with full confidence, like when she gets an SSR in a gacha pull.",
,,,,,,,,,แต่น่าเสียดายที่ความมั่นใจไม่ได้ช่วยให้ตอบถูก,,,,"But unfortunately, confidence doesn't help get the right answer.",
,,,,,,,,yuma,ผิดแล้ว! นี่มันสูตรกำลังสองสมบูรณ์ต่างหาก แถมยังลืม +2xy ด้วย,,,,Wrong! This is the perfect square formula. And you forgot +2xy.,
,hide sleep_note07,,,,,,,,,,,,,
,,,,yuno_c,,panic_2,,yuno,มุแง้,,yuno_2_8_016,,Muwah!,
,,,,,,,,,ยูโนะทำท่าตกใจ ราวกับโดนคริติคอลฮิตเข้าเต็มๆ,,,,"Yuno looked shocked, as if she'd been hit by a critical attack.",
,,,,,,,,yuma,ช่วยไม่ได้ ถ้างั้นคงต้องเริ่มปูพื้นฐานใหม่หมดเลยสินะ,,,,Can't be helped. Looks like we'll have to start from the basics again.,
,,,,,,cry2,,yuno,แง้ ไม่เอา น่าเบื่อจะแย่อยู่แล้ว ขืนเรียนต่อไปหนูหลับชัวร์เลย,,yuno_2_8_017,,"No way! It's so boring already. If we keep studying, I'll definitely fall asleep.",
,,,,,,,,,ยูโนะมักแสดงนิสัยเอาแต่ใจตัวเองตอนที่ทุกอย่างไม่เป็นไปตามที่เธอคิดไว้,,,,Yuno often shows her selfish side when things don't go as she expected.,
,,,,hide yuno_c,,,,,ทำยังไงดีนะ……,,,,What should we do...,
,,,,,,,,,ใจเย็นก่อนยูมะ สงบใจเข้าไว้,,,,"Calm down, Yuma. Take a deep breath.",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ตัดฉาก
bg036n19201080,old,,0,kazuma,,smile,,kazuma,แรงจูงใจมีสองแบบ ได้แก่ แรงจูงใจภายนอกและแรงจูงใจภายใน,,kazuma_2_8_001,,There are two types of motivation: extrinsic and intrinsic.,
,,,,,,normal,,kazuma,แรงจูงใจภายนอกคือการทำอะไรบางอย่างเพื่อเป้าหมายที่จับต้องได้ เช่น เงิน ของรางวัล การเลื่อนตำแหน่ง,,kazuma_2_8_002,,"Extrinsic motivation is doing something for tangible rewards, like money, prizes, or promotions.",
,,,,hide kazuma,,,,kazuma,แรงจูงใจภายในคือการทำอะไรบางอย่างจากความต้องการส่วนตัว เช่น ความสนุก ความอยากรู้อยากเห็น,,kazuma_2_8_003,,"Intrinsic motivation is doing something out of personal desire, like for fun or curiosity.",
,hide old,,,,,,,,,,,,,ตัดฉาก
home_livingroom_night,,,,,,,,,แรงจูงใจ…?,,,,Motivation...?,
,,,,,,,,,ใช่แล้ว ยูโนะรู้สึกเบื่อเพราะขาดแรงจูงใจ,,,,That's right. Yuno feels bored because she lacks motivation.,
,,,,,,,,,ดังนั้นเราต้องสร้างแรงจูงใจให้ยูโนะเกิดความสนใจในคณิตศาสตร์,,,,So we need to create motivation for Yuno to become interested in math.,
,,,,,,,,,แรงจูงใจภายในน่าจะใช้เวลานาน ดังนั้นเริ่มจากแรงจูงใจภายนอกก่อนดีกว่า,,,,"Intrinsic motivation might take time, so let's start with extrinsic motivation.",
,,,,,,,,,,,,,,
,,,,yuno_c,,normal,,yuma,ถ้าทำแบบฝึกหัดนี้ได้ เดี๋ยวพี่จะเลี้ยงพุดดิ้งสตรอเบอร์รี่ให้สองถ้วยเลย!,,,,"If you can solve this exercise, I'll treat you to two strawberry puddings!",
,,,,,,smile_2,,yuno,สองถ้วยเลยเหรอ?! เย้ พี่ใจดีที่สุด เริ่มข้อแรกเลย Let’s go!,,yuno_2_8_018,,"Two puddings?! Yay! You're the best, big bro! Let's start with the first problem. Let's go!",
,,,,hide yuno_c,,,,,การสร้างแรงจูงใจภายนอกอย่างของรางวัลได้ผลดีผิดคาด,,,,Creating extrinsic motivation through rewards worked surprisingly well.,
,,,,,,,,,สมกับที่เป็นรองประธานนักเรียนของพวกเรา,,,,As expected of our student council vice president.,
,,,,,,,,,แต่จะว่าไป มันไม่หลอกง่ายไปหน่อยเหรอ ชักเป็นห่วงอนาคตของยูโนะแล้วสิ,,,,But isn't this a bit too easy? I'm starting to worry about Yuno's future.,
,,,,,,,,,,,,,,
,yuma_sensei00,MusMus-BGM-087,,,,,,yuma,ถ้าอย่างนั้น ครูยูมะจะเริ่มการสอนแล้วนะ,,,,"Alright then, Teacher Yuma will start the lesson now.",
,,,,,,,,yuma,โจทย์ข้อแรกเป็นการแก้สมการแบบง่าย ข้อนี้มีรูปเรขาคณิตที่ยูโนะถนัดด้วยนะ,,,,"The first problem is a simple equation. This one has geometry, which you're good at, Yuno.",
,,,,,,,,,ยูโนะไม่ถนัดเรื่องสมการหรือการคำนวณที่ซับซ้อน,,,,Yuno isn't good with equations or complex calculations.,
,,,,,,,,,แต่ดูเหมือนว่าเธอถนัดเรื่องเรขาคณิต บางทีเธออาจจะได้ทักษะวิเคราะห์รูปทรงจากการเล่นเกมก็ได้,,,,But it seems she's good with geometry. Maybe she got her shape analysis skills from playing games.,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,yuma_sensei01,,,,,,,yuma,"[ถ้าความยาวของด้านสามเหลี่ยมมุมฉากเป็น x, x+2 และ x+3 ดังรูป แล้วความยาวของเส้นรอบรูปสามเหลี่ยม เป็นเท่าใด?]",,,,"[If the sides of a right triangle are x, x+2, and x+3 as shown in the figure, what is the perimeter of the triangle?]",
,,,,,,,,yuma,เอาล่ะโจทย์ข้อแรกเริ่มได้!,,,,"Alright, first problem!",
,,,,,,confident,,yuno,ข้อนี้หนูพอทำได้อยู่นะ,,yuno_2_8_019,,I think I can do this one.,
,,,,,,,,yuma,ถ้างั้นข้อนี้พี่ให้เวลา 10 นาที เดี๋ยวจะกลับมาดู,,,,"If that's the case, I'll give you 10 minutes. I'll come back to check.",
,,,,,,,,,ผมเดินออกจากห้อง ปล่อยให้ยูโนะแก้โจทย์ด้วยตัวเองโดยไม่บอกใบ้หรือแนะนำแนวทางให้,,,,"I left the room, letting Yuno solve the problem on her own without giving any hints or guidance.",
,hide yuma_sensei01,,,,,,,,,,,,,
black,,,,,,,,,เมื่อเวลาผ่านไป 10 นาที ผมก็กลับมาตรวจเช็คอีกครั้ง,,,,"After 10 minutes passed, I came back to check.",
home_livingroom_night,,,,yuno_c,,normal,,yuma,เป็นไงบ้าง ทำได้มั้ย ขอดูหน่อยซิ,,,,How was it? Could you do it? Let me see.,
,,,,,,angry,,yuno,พี่ลองดูเอาเองก็แล้วกัน,,yuno_2_8_020,,You can look for yourself.,
,,,,,,,,,ยูโนะยื่นสมุดคำตอบมาให้ผมดู,,,,Yuno handed me her answer book.,
,sleep_note05,MusMus-BGM-127,,hide yuno_c,,,,,ยูโนะเริ่มแก้โจทย์ด้วยทฤษฎีบทพีทาโกรัส ถูกต้อง,,,,Yuno started solving the problem using the Pythagorean theorem. Correct.,sd ไปทำloop ด้วยหมดเลย
,,,,,,,,,แต่หลังจากที่เขียนสมการแล้วก็มีเพียงกระดาษสีขาว ไม่ได้เขียนอะไรเพิ่มเติม,,,,"But after writing the equation, there was only blank paper, with nothing else written.",
,,,,,,,,yuma,ทำไมมีแต่สมการล่ะ แล้วคำตอบกับขั้นตอนที่เหลือหายไปไหน,,,,Why is there only an equation? Where's the rest of the answer and steps?,
,,,,,,serious_2,,yuno,คำตอบที่เหลือ รวมถึงความรู้สึกของหนูอยู่ในหน้าถัดไป,,yuno_2_8_021,,"The rest of the answer, including my feelings, are on the next page.",
,,,,,,,,,ผมพลิกกระดาษไปหน้าถัดไปตามที่ยูโนะบอก,,,,I turned to the next page as Yuno said.,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,sleep_note01,,,,,,,,สิ่งที่ปรากฎอยู่ในสมุดไม่ใช่สมการหรือคำตอบ,,,,What appeared in the notebook wasn't an equation or answer.,
,,,,,,,,,แต่เป็นภาพการ์ตูนใบหน้าเด็กผู้หญิงที่เหมือนกับยูโนะกำลังร้องไห้อยู่,,,,It was a cartoon drawing of a girl's face that looked like Yuno crying.,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,sleep_note03,,,,,,,,พอพลิกไปหน้าถัดไปก็พบกับน้องสาวสุดหน้ารักทำหน้าดุ,,,,"When I turned to the next page, I found my cute little sister making an angry face.",
,hide sleep_note03,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,MusMus-BGM-063,,,,,,yuma,นี่มันอะไรกันเนี่ย,,,,What's this all about?,
,,,,yuno_c,,angry_2,,yuno,พี่นี่ความรู้สึกช้าจังเลย ก็ตามที่เห็นนั่นแหละ ,,yuno_2_8_022,,"Big bro, you're so slow to understand. It's exactly what you see.",
,,,,,,,,yuno,สมการของพี่ไม่เห็นแยกตัวประกอบได้เลย แล้วจะไปทำได้ไงเนี่ย?,,yuno_2_8_023,,I couldn't factor your equation at all. How am I supposed to solve it?,
,,,,,,,,yuma,ก็ใช้สูตรแก้ไง ไม่ใช่สมการทุกข้อที่จะใช้วิธีแยกตัวประกอบได้ซักหน่อย,,,,"You use the formula, of course. Not every equation can be solved by factoring.",
,,,,,,angry,,yuno,สูตรยาวทะลุโลกแบบนั้นใครจะไปจำได้,,yuno_2_8_024,,Who could remember such a long formula that goes on forever?,
,,,,,,,,yuma,สูตรไม่ได้ยากขนาดนั้น มีแค่นี้เอง นี่ไง,,,,"The formula isn't that hard. It's just this. Here, look.",
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,blackboard2,,,,,,,yuma,"แค่เอาเลขที่อยู่ข้างหน้าตัวแปร X มาแทนเป็น a, b, c ในสูตรก็จบแล้ว",,,,"Just substitute the numbers in front of the X variable for a, b, c in the formula, and you're done.",
,,,,,,,,yuma,จำสูตรแค่นี้ไม่เห็นยากเลย ทีไอเท็มในเกมมีเป็นร้อยยังจำได้,,,,Remembering this formula isn't hard at all. You can remember hundreds of items in games.,
,,,,,,angry_2,,yuno,อะไรล่ะนั่น พี่อธิบายอะไรไม่เห็นเข้าใจเลย ไม่ต่างจากครูที่สอนหนูเลยสักนิด,,yuno_2_8_025,,What's that? I don't understand anything you're explaining. You're no different from my teachers.,
,,,,,,,,yuma,ทั้งหมดคือการนำสมการเส้นตรงพื้นฐานมาย้ายข้างเท่านั้นแหละ,,,,It's all just taking the basic linear equation ax^2+bx+c = 0 and rearranging it.,
,,,,,,angry,,yuno,ย้ายข้างอะไร สุดท้ายคนที่เก่งคณิตก็มีแต่พวกความจำดี คนที่จำอะไรไม่ได้อย่างหนูคงหมดหวังแล้วล่ะ,,yuno_2_8_026,,"Rearranging what? In the end, only people with good memory are good at math. Someone like me who can't remember anything is hopeless.",
,,,,,,serious,,yuno,เอาแต่สอนให้ท่องจำ ถ้าไม่รู้ที่มาแล้วจะไปทำได้ยังไงกัน,,yuno_2_8_027,,"Just teaching to memorize, how can I do it if I don't know where it comes from?",
,,,,,,,,yuma,ไม่ต้องไปรู้มันหรอกยูโนะ การพิสูจน์สูตรมันยากกว่าท่องจำซะอีก,,,,"You don't need to know that, Yuno. Proving the formula is even harder than memorizing it.",
,,,,,,,,yuma,ได้ อยากเห็นที่มาใช่มั้ย เดี๋ยวพี่จะแสดงให้ดูเอง อย่าหาว่าไม่เตือนแล้วกัน,,,,"Fine, you want to see where it comes from? I'll show you. Don't say I didn't warn you.",
,,,,,,,,,ผมเขียนที่มาของสูตรให้ยูโนะดู,,,,I wrote out the derivation of the formula for Yuno to see.,
,,,,,,,,,,,,,,
,yuma_sensei22,,,,,,,yuma,นี่ไง ที่มาของสูตร ทีนี้ก็เข้าใจหรือยัง,,,,"Here, the origin of the formula. Now do you understand?",
,,,,,,,,,ความรู้ของยูโนะในตอนนี้คงยังไม่มีทางเข้าใจการพิสูจน์สูตรพวกนี้ แต่ผมเองก็ชักโมโหแล้วเลยเขียนให้ดูตามที่ยูโนะขอ,,,,"Yuno's current knowledge probably wouldn't allow her to understand these formula proofs, but I was getting annoyed and wrote it out as she asked.",
,hide yuma_sensei22,,,,,,,,,,,,,
,,,,yuno_c,,angry_2,,yuno,แบบนี้มันยากกว่าเดิมอีก ใครจะไปทำได้,,yuno_2_8_028,,This is even harder than before. Who could possibly do this?,
,,,,,,,,yuma,อะไรกันเล่า ก็เธอเป็นคนบอกให้พี่อธิบายที่มาของสูตร พี่ก็ทำให้แล้วไง,,,,What do you mean? You're the one who told me to explain where the formula came from. I did what you asked.,
,,,,,,serious_2,,yuno,ภาษาเอเลี่ยนชัดๆ พี่รู้เรื่องของพี่อยู่คนเดียวนั่นแหละ,,yuno_2_8_029,,This is clearly alien language. You're the only one who understands what you're talking about.,
,,,,,,,,yuma,ใช่ เข้าใจแล้วสินะว่าทำไมพี่ถึงบอกว่าให้จำสูตรไปเลย แค่ตั้งใจเรียนแล้วจำๆไปก็พอ,,,,"Yes, now you understand why I said to just memorize the formula. Just pay attention in class and memorize it, that's enough.",
,,,,,,angry,,yuno,หา!? หนูตั้งใจเรียนสุดๆ แล้วนะ วิธีการสอนของพี่มันห่วยแตกต่างหาก!,,yuno_2_8_030,,What?! I've been paying attention in class! It's your teaching method that sucks!,
,,,,,,,,yuma,ขืนยังเอาแต่ใจตัวเองแบบนี้ ต่อไปจะทำข้อสอบได้ยังไงกัน,,,,"If you keep being this stubborn, how will you ever pass the exam?",
,,,,hide yuno_c,,angry_2,,yuno,เรื่องของหนู ถ้ารู้ว่าพี่จะสอนแบบนี้ หนูอ่านหนังสือเองยังจะดีกว่าอีก,,yuno_2_8_031,,"That's my problem. If I knew you'd teach like this, I'd be better off reading the book myself.",
,,,,,,,,,พอพูดจบ ยูโนะก็เดินกลับเข้าห้องตัวเองแล้วปิดประตูดังปั้ง!,,,ドアを閉める2,"After saying that, Yuno walked back to her room and slammed the door shut!",
,,,,,,,,,,,,,,
,,,,,,,,,………,,,,......,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
home_yuumabedroom_night,,MusMus-BGM-025,,,,,,yuma,เห้อ… เหนื่อยจัง,,,,Sigh... so tiring.,
,,,,,,,,,ยูโนะกำลังเข้าวัยต่อต้านสินะ,,,,Yuno must be entering her rebellious phase.,
,,,,,,,,,ยูโนะบอกว่าพยายามแล้วสินะ,,,,Yuno said she tried her best.,
,,,,,,,,,ถึงในมุมมองของผมยูโนะจะไม่ได้ดูพยายามเท่าไหร่ก็เถอะ,,,,"Even if from my perspective, it didn't look like she tried very hard.",
,,,,,,,,,แต่นั่นคงเป็นความพยายามในแบบของยูโนะแล้ว,,,,But that must have been Yuno's version of trying her best.,
,,,,,,,,,บางทีเราอาจจะต้องลองหาวิธีอื่นรึเปล่านะ,,,,Maybe we need to try a different approach.,
,,,,,,,,,ลองหาวิธีการสอนที่เข้าใจง่ายกว่านี้ดีกว่า,,,,Let's try to find an easier teaching method.,
nightsky2,,,,,,,,,……,,,,......,
,,,,,,,,,,,,,,
home_yuumabedroom_night,,,,,,,,yuma,กี่โมงแล้วเนี่ย,,,,What time is it now?,
,,,,,,,,yuma,ดูเหมือนจะดึกแล้ว เตรียมเข้านอนดีกว่า,,,,It seems to be late. I should prepare for bed.,
,,,,,,,,,พรุ่งนี้เรานัดรุ่นพี่มายะให้เข้าร่วมงานอีเวนท์เกม Seal Impact ไว้ด้วย แต่จะปล่อยยูโนะไว้แบบนี้ก็ไม่ได้,,,,"Tomorrow, we arranged for senior Maya to join the Seal Impact game event, but I can't leave Yuno like this.",
,,,,,,,,,แต่ถ้าทุกอย่างไปได้สวย บางทีตุ๊กตาที่ได้รับมาอาจจะใช้ง้อยูโนะสำเร็จก็ได้,,,,"But if everything goes well, maybe the doll I received could be used to make up with Yuno.",
,,,,,,,,,ถึงอย่างนั้นผมก็กังวลใจอยู่ดี,,,,"Even so, I'm still worried.",
,,,,,,,,,แล้วพรุ่งนี้ใส่ชุดอะไรดีนะ…,,,,And what should I wear tomorrow...,
,,,,,,,,,สุดท้ายผมก็คิดหาวิธีสอนคณิตศาสตร์ยูโนะจนเผลอหลับไปในที่สุด,,,,"In the end, I fell asleep while trying to think of ways to teach Yuno math.",
